Kalimat-1,Kalimat-2,Kalimat-3,Kalimat-4,Correct Ending,Incorrect Ending
Dany really likes to eat brains,Mom gave Dany lots of brains,Dany has to share it with younger siblings,Dany spent the brains alone,My sister cried because she was not divided by brains,Dany eats brains with her sister
Aiden found it very difficult to think rationally,Aiden always considers reality to his liking,Aiden is very naive with life,Aiden didn't care about his mistakes,Aiden always blamed others,Aiden can accept reality that is not the way he wants
Mario goes to Caesar's house.,They have promised to play PS together this afternoon.,This activity accidentally becomes routine.,"At first, Caesar just casually invited Mario to his house to play PS.",But it turns out they enjoy it so that it makes it a routine every weekend.,But it turns out they are neighbors.
Robin has a fight with Jason,Jason punched Robin in the jaw,Jason was annoyed by Robin's actions,Robin replied to Jason's treatment,Robin and Jason have a grubbing match,Robin can't fight
Zira is a competitive student,He always wants to be the best,He always tries to excel in both academic and non-academic fields,The teenager worked hard by studying and participating in various extracurricular activities,Zira's persistence is a role model for friends her age,If there is a better student Zira will scold him
"""Do you believe, someone will change every day?"" as usual, he was always good at opening the subject.","""Yes, of course"" I replied, chewing on the crispy banana we had just bought.","""It means you will not have a grudge if someone hurts you, because it could be the result of his yesterday's thought"" he asked again.","""hmm, you're right, maybe I shouldn't cut my friendship just because of past problems"" I answered a little dryly, without looking at him.","""I understand, something bad is definitely more lasting. But try to just accept his forgiveness"" he returned to make me think and my tongue more and more clenched to answer.","""Yes, let's hurry up and get on my bike, we're too late"" he replied again."
Today Khanza was severely rebuked by his superiors,He made a mistake on the job that was given two days ago,The reports he made did not comply with company standards,His boss asked Khanza to improve his report,Khanza apologized for his carelessness and corrected his report,Khanza was annoyed that he didn't feel wrong and refused his superior's orders
Fila wants to eat an apple,Fila finds her apple in the refrigerator,Fila washes and peels the apples,Fila's hands suddenly bleed,Fila gets hit by a knife while peeling the apple,Fila doesn't like vegetables and fruits
Everyone will get what they have given,Rosi lied to her friends about her life,Rosi didn't want to be pitied,Rosi's secret was exposed because of his own carelessness,Rosi was no longer trusted by his friends,Rosi has been honest with his friends from the start
Emmy looked for her bag in the room,Emmy couldn't find her bag,Emmy asked the people in the room,Jirai found the Emmy bag,Emmy thanked Jirai,Emmy gave up her bag and didn't search for it
Patricia is the last of three children.,"Her first sister, Patra, has a family and lives in the next town.","The second brother, Praveen, recently graduated from university with a bachelor's degree.",Praveen and Patricia are 5 years apart.,Patricia is still in high school now.,Patricia is still in kindergarten now.
"""Every now and then, see other areas, please go to my village for example,"" replied the nara after hearing the earth's complaints about an interesting vacation spot.","""What's in your village?"" Cibir the earth.","""Many. There are seas, islands, mountains, rivers, live sea lakes, waterfalls .."" replied the nara while guessing.","""Hmmm that may not exist in other areas?"" argue the earth again.","""There I am of course"" said the girl confidently, laughing at the earth.","""actually I come from Germany"" said the girl."
Meta really likes fish soup,Gifa doesn't like fish at all,Meta invites Gifa to play at her house,Meta offers Gina fish soup,Gina refuses Meta's offer subtly,Gina was forced to eat the fish soup
That afternoon the sun was very hot,"However, sports lessons continued",Fiona was hot and her skin turned red,Suddenly he had a nosebleed,Her sports teacher told Fiona to go to the UKS,Her gym teacher reduces Fiona's score because of a nosebleed
Amira's house is now very dark,Sunlight is very difficult to enter into his house,The neighbors around the house are doing house renovations,The neighboring house was renovated into two levels,"As a result, the sunlight on Amira's house was closed off by her neighbor's house",Amira's house is three stories high
Hyde is an athlete,Hyde will be the school's representative for the national running competition,Hyde got injured during practice,Hyde forced himself to race,Hyde's legs couldn't be moved after the race,Hyde couldn't run fast
Reno is often lazy to change his clothes,"Even though he was sweating or wet, he was not uncomfortable","As a result, Reno often gets tinea versicolor",His back is itchy full of tinea versicolor,He had to smear his back with ointment regularly,Reno's back became beautiful decorated with phlegm
"Soon, Leo's little brother will have a birthday",His younger siblings really like fish,"In fact, the toddler always wears fish-patterned clothes",Leo found his younger brother who liked fish very adorable,"Therefore, Leo bought his younger brother a small fish as a present","On his birthday, Leo put his younger brother in the aquarium so he could be like a fish"
